gene	log2FoldChange
Bnc1	0.030983299
Btd	-0.041094565
C130046K22Rik	-0.101459612
Cars	-0.046476561
Ccdc22	0.094548931
Chst11	-0.036442317
Clip4	-0.045955589
Coch	-0.071015179
Cog7	-0.047537089
Commd5	-0.086469129
Cpeb2	-0.028392221
Crlf2	0.059826598
D030025P21Rik	-0.114011137
Dapk3	-0.042396487
Dctn6	0.041701621
Ddx27	-0.029903053
Dlg3	0.046298441
Dll4	-0.09331975
Dnm3os	0.104121085
Dtd1	0.050307397
Ecd	-0.047212269
Entpd5	-0.041188387
Entpd7	0.096725252
Ergic2	-0.032822331
Fadd	-0.072435142
Fam134b	0.03590234
Fam227a	-0.102563063
Fam78b	-0.099191914
Fbxo31	0.070670286
Fbxo8	-0.053373092
Fcho2	-0.030366619
Fkbp9	-0.028571465
Fnbp4	-0.03183714
Fos	0.039860269
Fubp3	-0.035367412
Fyco1	0.037238772
Get4	-0.036320905
Gm11847	0.107815754
Gm12059	-0.114391251
Gm15867	-0.068880735
Gm22571	-0.091138893
Gm4737	-0.11435257
Gm6206	-0.102448153
Gm9855	-0.067089162
Gm9938	0.073855268
Gna13	-0.034864996
Got1	0.043990216
Gpbp1l1	0.030337509
Gpd1	0.081112546
Gramd2	-0.043865908
Gtf2h3	-0.056486483
H19	0.110564149
Hax1	-0.036085475
Hes7	-0.092930017
Hsd17b4	-0.038636034
Hsd3b7	0.038854697
Hsf4	-0.068791048
Hspa12a	0.08250534
Hspb11	-0.053700031
Ift20	-0.048510046
Igf2	0.094126912
Il17re	0.044085874
Irgm2	-0.069738008
Itpk1	-0.051331596
Itpripl2	0.032654355
Josd1	0.030381026
Kcnj15	0.04094226
Krt16	-0.048169444
L3mbtl3	-0.047512344
Lce1l	-0.103536594
Lrrc14	-0.053243932
Lrrn4cl	0.071627087
Lrsam1	-0.058669105
Ly6g5b	0.105553453
Maff	-0.047021243
Map2	0.060914947
Mboat7	-0.034042335
Med29	0.053500777
Mfsd8	0.065669953
Mocs3	0.067714926
Mpv17l2	-0.062950847
Mrpl1	0.062926929
Mrpl15	0.064432072
Msantd1	-0.116394004
Mta3	0.040218276
Mtbp	0.042573397
Mvp	0.030017776
Myl4	0.098263342
Myo19	-0.032478168
Myo1d	-0.040848316
Mzt2	-0.058361096
Naca	0.026746261
Naif1	-0.054780642
Nek8	0.0471908
Nsfl1c	0.029633133
Osbpl6	-0.099341506
Pald1	0.055095581
Pecr	0.05719815
Pet112	-0.069122815
Pex12	0.074896277
Phc3	0.034724502
Pi15	-0.051127883
Pigt	-0.032912649
Pik3cd	-0.108353905
Pkd2	0.054566148
Pkig	0.055972492
Plekhf1	-0.040417567
Pm20d2	-0.110496329
Pparg	0.102719401
Praf2	0.052620908
Prpsap1	-0.033409447
Prss22	-0.070190567
Psmd3	-0.028742836
Psmg2	0.042838309
Ptms	0.027979089
Ptov1	0.032882675
Ptprm	0.095125664
Puf60	0.031280923
Rbm18	-0.038348988
Rfxank	-0.058451076
Rfxap	0.043471136
Rhobtb2	-0.053690587
Rin3	0.082907817
Rmdn1	-0.082469448
Rnf121	-0.03197989
Rnu73b	-0.081385855
Rrp36	-0.044888515
Scarna3a	-0.105251204
Selp	0.112348068
Serbp1	-0.028406734
Serpina3i	0.104259678
Sesn1	0.038164499
Setdb1	-0.040463085
Sgsm2	-0.040807224
Slc10a6	-0.065810981
Slc25a40	0.070841893
Slc35f6	-0.054129486
Smpd3	-0.088469995
Snf8	0.03847048
Snora16a	0.068033763
Snrnp40	0.041012373
Sos2	0.035252119
St7l	0.048048644
St8sia2	0.08187391
Stk38l	0.035973424
Strap	0.034288419
Tada1	0.03904493
Taf2	-0.046561658
Tax1bp3	0.038494334
Tceanc2	0.053473067
Tma7	0.037825045
Top2b	-0.028293089
Tor4a	0.059625193
Tssc1	-0.043310469
Uaca	-0.039653776
Ubl7	0.039712067
Use1	-0.032390023
Vbp1	0.034901565
Wash	0.050055967
Xrcc6bp1	-0.095358269
Zfp28	0.070258843
Zfp526	-0.064600508
Zfp710	-0.039502007
Zfyve26	0.054580283
Zmat1	-0.090979017
mt-Co2	-0.096364323
Cgrrf1	-0.048079921
Csf3	-0.098126936
Kbtbd2	-0.032581546
Cep68	-0.05372267
Mrps27	0.048059349
Bend5	0.091094006
Insl6	-0.09175985
Crebrf	0.030455413
Lrrc45	0.028822441
Manf	-0.02951489
Rft1	-0.050911461
Anapc5	0.026181874
D930048N14Rik	-0.089808035
Oxld1	0.101250494
Msrb3	0.036895271
Slc1a4	-0.056940406
Gm15675	0.098317584
Nr6a1	-0.037565266
Aldh9a1	0.038110819
Alg3	-0.065587932
Arl2bp	-0.040865939
Ccnj	-0.074111286
Ndufa13	-0.036207175
Pigu	0.041630895
Thoc6	-0.034780755
Asrgl1	-0.082712165
Adamts4	0.08264634
Fam13a	0.052741489
Fut8	-0.033803075
Nipsnap3b	-0.051126471
Smim1	0.064978812
Wbp1l	-0.035357815
Acvr1b	-0.035541223
Adss	-0.03168332
Gadd45a	0.039115522
Slit1	0.09779344
Smarcd2	0.030648849
Syt5	0.07012423
0610011F06Rik	-0.05259371
Cycs	0.032540394
Pyroxd1	0.044733494
Ube2b	0.0276827
Slc7a1	-0.044135061
AI429214	0.094680663
Canx	0.025458802
Cox10	0.047359289
Cyp2e1	0.096830374
Gm23833	0.097324827
Mast3	0.034458713
Mrpl40	-0.052130315
Mum1l1	-0.089821614
Myl9	0.048552894
Nt5c	0.05420428
Ramp1	-0.07581942
Rbx1	-0.029910673
Rpp21	0.066152724
Son	-0.024957186
Tubgcp6	0.038251763
Wbscr22	-0.037201048
Wibg	0.042471691
Zfyve20	-0.031019965
Grsf1	0.026681192
Ppp1ca	-0.026572596
Suv420h2	0.036810841
Thoc2	0.027787379
Zfp524	0.060476858
Cyp4f13	0.037006247
Gm12942	-0.081003418
Snapc3	0.050613271
Tmem109	-0.026948601
Tubg1	0.055405833
Anapc4	0.034703729
Arpp19	0.024978077
Ermard	-0.0480734
Mapk1	-0.023196179
Pigq	0.031060323
Pop7	0.056230994
Pyroxd2	0.069663193
Rtn4rl1	0.067724352
Serp1	-0.028678784
Tnrc6c	-0.025607021
Tsg101	0.02770357
Vps8	-0.038399857
Sarnp	0.027478402
Cct2	0.02290196
Tmem192	0.045535017
Mapkap1	-0.028477874
Hmgn3	0.043750707
Mob1b	0.033753449
Ppp2cb	0.031380852
Rbm38	0.036530609
1110007C09Rik	-0.035460941
1110017D15Rik	0.082089268
1300002E11Rik	0.057355046
2010003O02Rik	0.061372687
2310014L17Rik	-0.038556516
2310033P09Rik	-0.040617004
3110007F17Rik	0.086882931
3110082I17Rik	-0.052001093
Abca2	-0.031085817
Adora1	0.086298028
Agpat9	-0.042662589
Alox12	0.072870613
Alyref2	-0.079832495
Ampd2	0.03562873
Arhgap22	0.075466558
Arhgef15	-0.079206913
Armc2	-0.076605815
Atrip	0.040175098
Auh	0.038911835
B4galnt4	-0.087885682
Bcl2l12	0.054956833
Brap	0.025882279
Bst2	-0.06058008
C1qbp	0.026500537
C77080	0.023328384
Capza2	0.024086633
Cbx2	0.045060103
Cdca2	0.063805241
Chmp3	0.029559711
Chmp4b	-0.030886343
Chrd	0.091760495
Clip1	0.025161727
Clip2	-0.028712248
Coa4	-0.087761553
Colgalt2	-0.090609263
Cryzl1	-0.038496722
Ctps2	0.037835657
Cutal	-0.053860788
D030028A08Rik	0.057566846
D630003M21Rik	-0.093771545
Dmap1	0.042277993
Dnajc11	-0.02591187
Dok7	0.08461767
Epc2	-0.032696216
Etfb	0.034096144
Exoc2	-0.029013922
Exosc7	-0.031564341
Fam188b	-0.045177628
Fars2	0.037896362
Farsa	-0.027493913
Fbxl2	-0.070281523
Fbxo3	-0.027281232
Flcn	0.030021433
Ftsj2	-0.077808508
Fubp1	0.027871949
Gin1	0.057036639
Glis3	-0.088889624
Gm11458	0.085040005
Gm14586	0.087113864
Gm21967	0.059396825
Gm22581	0.082614168
Gm7964	-0.033920596
Gm9776	-0.083702273
Gpr157	-0.043443816
Grhl2	0.026813609
Hace1	0.033564017
Hhat	-0.062623665
Hibch	-0.036727871
Hoxc13	-0.028179391
Hsp90aa1	-0.031178071
Ipo8	-0.032598465
Itpa	-0.050244474
Itpka	0.080146073
Jarid2	-0.026963505
Kif2a	-0.030718729
Kif5a	-0.071669131
Lca5l	0.082435567
Lce1b	0.085776851
Lce1e	0.087009746
Lig3	0.027994603
Lipk	-0.074980777
Lrch1	-0.030167455
Lrrc4	-0.051794481
Magt1	0.038523033
Mapk15	-0.075522494
Marveld3	-0.032286265
Mavs	-0.042870767
Med24	-0.025202566
Med27	-0.038330053
Mirlet7a-1	-0.089179628
Mpi	0.043548545
Mrpl51	-0.036543508
Mrps18a	-0.038531359
Msh6	-0.026971401
Msl1	0.021519134
Mta1	-0.023548939
Naaa	0.056632316
Nceh1	-0.050534972
Nexn	-0.060879866
Nf2	-0.02553745
Nfkbil1	0.041167889
Nfkbiz	-0.026029904
Nisch	0.023465417
Nit1	0.03347294
Nov	-0.087271166
Nt5m	0.052355388
Nxph3	-0.060060778
Oma1	-0.054023491
Orai3	-0.050459426
Ost4	-0.025396441
Pcmtd2	-0.027360715
Pcsk5	0.079355588
Pdrg1	-0.026436496
Pemt	0.068476748
Pex7	-0.039257902
Pgrmc2	0.023113511
Pigv	0.046698125
Pisd-ps1	-0.033451309
Pnrc1	-0.027028264
Polk	0.046800553
Ppp4r1	0.028243923
Prcp	-0.048963765
Psapl1	-0.073145338
RP24-176F12.8	0.084965242
Rab3ip	-0.03929853
Rab6a	-0.023113362
Ralgapb	0.025470796
Rasip1	0.072837117
Rgs7bp	0.089770424
Rps15a-ps6	0.047267231
Rqcd1	-0.026732656
Rwdd3	-0.077190762
Scnm1	0.047153126
Sdr16c6	0.06453369
Sel1l	-0.027830312
Sema3b	-0.067535088
Sema3g	0.080638898
Serpina3h	0.09070613
Setd7	0.023403621
Sgsh	-0.058355389
Sh2b1	0.026557619
Sh2b3	-0.029222227
Slc12a6	-0.027745942
Slc35a2	-0.038645117
Slc35d1	-0.030976163
Slc43a2	0.058886019
Slx4	-0.044439815
Smim13	0.024571802
Smndc1	-0.027447908
Smu1	0.025122187
Sos1	-0.02686634
Spata2l	0.062049942
Stxbp3a	0.026341106
Suox	0.057837593
Tab1	-0.047912643
Taf10	0.026127151
Taf9	-0.024940189
Tagap1	0.036719736
Tanc2	-0.025748611
Tbrg1	-0.024395246
Tcea2	-0.075373881
Tcf25	0.020975573
Tlr4	-0.07924034
Tmem158	0.043408259
Tmem170	-0.043084069
Tmub1	-0.041169031
Tnfaip8	-0.032524748
Tomm70a	-0.029303693
Tpmt	-0.071909182
Traf7	-0.028916219
Trappc6b	0.026565597
Trmt12	-0.082379988
Trmu	-0.063775692
Ubqln2	-0.026387427
Ufm1	-0.027994629
Vmn2r29	0.079918652
Vps37d	0.062372401
Wars	-0.033580041
Wdpcp	-0.057097039
Wdr70	0.03298332
Xist	0.082429302
Zc3h7b	0.024640356
Zfp53	-0.076962652
Zfp668	0.044263756
Zfyve9	0.021335324
Ewsr1	-0.020674727
Btg3	-0.027594059
Cmtm6	-0.021235572
Atpaf2	0.028179637
Zfr2	0.035631231
Ccdc97	-0.026160805
Prkag1	0.026471999
Smn1	-0.033669983
Asb8	-0.056673056
Fam178a	0.023647834
Zfp365	0.038459192
Tpm4	-0.025002204
Eid2b	0.068972295
Dnmt1	-0.023839148
Ccdc71l	0.031724122
Greb1	0.077825774
Mrpl3	0.031250562
Anxa6	0.02247102
Zfp777	0.027458414
Brf1	0.023340713
Ccdc19	0.068882752
Dhdds	-0.025785763
Erich1	-0.041811192
Fibp	-0.029209609
Gbp6	0.059073279
Glt8d2	0.045004874
Gm11361	0.040287081
Gm5077	-0.069009444
Ibtk	-0.031323538
Klc1	-0.02734832
Paip1	0.021123491
Pcdhb22	0.077677701
Psmd14	-0.023741679
Rab28	0.026228375
Shprh	0.035273904
Zfand6	0.023778881
0610043K17Rik	-0.070137152
3300005D01Rik	-0.074997551
4933426M11Rik	0.02390116
5730507C01Rik	0.075957234
Atmin	0.032104142
B4galt7	0.036865873
Cdk8	0.024634562
Ces2e	-0.075352662
Cpd	-0.025898692
Engase	-0.067082137
Fgd5	-0.071385981
Gpr124	-0.050343536
Gpx7	-0.075382268
Hipk1	-0.02363161
Hipk3	-0.021016849
Ikbip	-0.047519404
Ints4	-0.033878859
Ispd	-0.045035412
Klk8	0.065369632
Mapkapk3	-0.022755027
Mrpl35	0.038003848
Myo1c	-0.024250623
Nsun4	-0.037052206
Paqr8	0.055808742
Pde3b	0.075407524
Scfd1	-0.029920322
Sec23a	0.026700617
Slc35c2	-0.03205391
Slmap	0.021877896
Snord100	-0.039050654
Snord4a	0.075963529
Tmem121	0.063548435
Usp25	0.022426966
Zbtb6	0.034360105
Zfp551	-0.064663772
Zfp770	0.06007296
Nt5c3b	-0.024869356
Srsf1	0.02125644
Thoc3	-0.028121996
BC037034	0.027084554
Itga2b	0.040148985
Timm9	0.032382881
Mthfsd	0.044749681
Mmadhc	0.021939209
Atg16l2	-0.02892791
Tmem186	0.034525318
Tpt1	-0.021818694
Atg4a	-0.07147976
Thop1	-0.025227459
Trmt61b	0.030641552
Atm	-0.030805209
Ccl19	-0.060812365
Fads3	0.063175326
Hdhd2	-0.030993008
Rcc1	0.027289567
Zfp1	-0.029416135
Ace2	-0.051271177
Arhgap42	0.024533177
Atp6v0c	0.019235729
BC016579	-0.029511993
Cabin1	0.021502052
Ccdc112	-0.040375532
Cdc27	-0.021833789
Cdh19	0.071560055
Cep120	0.028033426
D2hgdh	0.042123563
Dcaf12	-0.01971106
Dhx35	0.03229382
Epb4.2	-0.054413875
Fam160a1	-0.022206109
Fbxw7	0.021635912
Frs2	-0.021931595
G730046D07Rik	-0.06819155
Gm17296	-0.041795991
Gm6277	0.067029551
Hamp2	-0.059251126
Hapln3	-0.06542999
Hmga1-rs1	-0.066338661
Kcne4	0.068853495
Narfl	0.034487814
Nfs1	0.028820626
Nudt18	0.038204154
Pcgf5	0.025432649
Prr18	-0.069169788
Rab17	-0.049251424
Rabep2	0.028545066
Rbl2	0.028722333
Rpia	-0.027943348
Sepw1	0.018407285
Taf1c	0.038548058
Tdrd7	-0.027210068
Tecpr2	0.031594321
Ube2s	-0.023200372
Upf2	0.019742134
Vti1a	-0.024990893
Wbp11	0.018794642
Xrcc5	0.027212806
Zbtb38	-0.039635976
Zfp940	0.066595795
Anapc1	0.021095079
Tmem97	-0.036205908
Ccdc88a	0.037195517
A330035P11Rik	-0.069045438
Clec2d	0.026459747
Cklf	-0.047049037
Shisa5	-0.017002866
Gm11942	0.064500811
Prdm11	0.026515639
Tbc1d14	0.020918171
Bcl10	0.020453567
Phkb	-0.023200716
Slc16a1	0.023462161
Srgap1	0.028626765
Ankrd28	-0.022804061
Emc9	0.049855203
Psmd10	0.037510557
Smek1	-0.017300447
Ccnl2	0.017960195
Fam154b	-0.056819787
1110001A16Rik	-0.047368714
1600016N20Rik	0.044775951
5033430I15Rik	-0.043264824
AW554918	-0.028226523
Acat1	-0.020004677
Actr1b	0.017823937
Ago1	0.019513125
Anxa9	0.062153855
Aplp1	-0.031849968
Arfrp1	0.020108693
Asun	0.021796397
Atp11b	-0.016315678
Atp1b3	0.015162335
B930041F14Rik	0.052773244
Bloc1s2	0.027748281
Bmf	0.048987825
Calhm2	-0.039504723
Cbr4	-0.029196443
Ccar1	-0.017921986
Cdk5	0.021458785
Cyp1b1	-0.031405642
Cyp2j8	-0.064381745
Dld	-0.018903182
Dpysl5	-0.028861235
Dyrk1b	-0.026136272
Eya3	0.022739757
Fam65c	-0.051700403
Fstl3	-0.021064713
Fus	-0.014860902
Gamt	-0.03076401
Gm15772	0.065290043
Gm16701	-0.064177749
Gm2000	0.038065584
Gm4673	-0.060527779
Haus8	-0.024113887
Hnrnpa1	0.015410205
Hook1	-0.023952089
Hus1	-0.039741238
Ifih1	-0.028396461
Klhdc2	0.026024031
L2hgdh	0.028587607
Lce1f	0.058091707
Lhpp	0.041895338
Lims1	0.019029351
Map2k7	0.017943871
Med28	-0.024601004
Med4	0.01945486
Mns1	0.05846114
Mysm1	-0.02709521
Ncbp2	-0.021832074
Orc6	0.024443137
Oscp1	-0.046586438
Pde1a	-0.0627017
Phb	0.021224703
Phip	-0.023219019
Pik3r2	-0.024612265
Pomt2	-0.035896273
Pptc7	0.024529239
Prdm15	0.025378954
Proca1	0.060556371
Prpsap2	0.027401022
Pygo1	-0.034411127
Rab36	0.05224114
Rbms3	-0.024001599
Rnls	-0.06221797
Rpn1	-0.015673927
Rps14	0.015587512
Scai	0.026297644
7-Sep	-0.017901605
Slc52a2	-0.048117348
Spin2c	-0.061715856
Stat6	-0.017106224
Stk17b	0.021844397
Taf11	0.024017815
Tbkbp1	0.034340234
Tmem168	0.021739175
Tmie	-0.062487792
Trbj2-7	-0.064823196
Tsn	-0.021458727
Ttyh3	-0.02265003
Xpc	-0.027593487
Zc3hc1	-0.024069833
Zfp422	0.032666308
Zscan29	-0.025326877
Mrgpre	0.060943234
Dus3l	0.022167911
Slit2	0.048715744
Arhgap40	-0.057419632
Cep135	0.029832113
Rabac1	0.01872975
Zdhhc17	-0.024981264
Rufy4	0.025831403
Atf6	-0.020813806
Gdpd3	-0.047432382
Ppp1r14b	-0.017974451
Mpp2	-0.028392895
Zbtb33	0.019994036
Vrk1	-0.024600839
Ccdc43	0.025387636
Foxn3	-0.020721012
Mif4gd	-0.020975313
Mllt11	-0.031915766
Pigg	-0.026807676
Reps1	0.018057931
Rictor	-0.020501875
Snx6	0.017662363
Stxbp6	-0.057304964
Tasp1	-0.024924807
Vwa9	0.022389338
Zfp523	0.026180235
Egfl8	0.054521714
Eprs	-0.021057732
Awat2	-0.055332543
Rtp4	0.057266641
Gm4980	0.058009301
Surf2	-0.02256944
Zfp868	-0.01844758
Ccdc94	0.0296833
Pycr2	-0.025792404
Unc50	-0.022712769
Trpm7	-0.015679017
Hlf	0.05200878
Gm20033	-0.05618337
Abce1	-0.01977575
Abl1	0.016981488
Fam104a	0.017224339
Ngrn	-0.026506496
Nup35	0.025442427
Purb	-0.01829248
Synj2	0.022670157
Tcea1	-0.017000571
Tmpo	-0.01977209
Stk4	0.018211324
Eftud1	0.019578594
Gmds	0.020484086
Wrn	0.022902396
Flrt3	0.024483359
Spint2	0.012809574
Pigk	-0.021312498
Zbtb45	0.047815673
1700001L05Rik	0.051606011
Kctd13	-0.029629973
Plcb3	0.015863289
Tm9sf2	-0.014509422
Tmem132c	-0.055119173
2700086A05Rik	0.049051856
4933440N22Rik	0.054430241
Akap7	-0.027793011
Arhgef3	-0.01855086
Atp6v0b	0.016600369
Cdc37	-0.013559748
Cdip1	-0.017518412
Dmwd	0.017609296
Elof1	0.022147553
Fbxl5	-0.01872874
Gpr155	-0.028699682
Itgb1bp1	0.027243062
Kcng3	-0.053688619
Lmtk3	-0.044872036
Mrps23	0.023599381
Ngb	-0.054749049
Pdcd10	0.018181594
Phpt1	0.053695027
Pik3c2a	-0.017484991
Ppp2r3c	0.020795058
Sema4g	0.021105016
Tmem252	-0.053726018
Yars	-0.024549975
2810021J22Rik	-0.045369014
1500011B03Rik	0.044838141
Gcc2	0.023072751
Ppcs	0.037687202
Ptdss1	-0.014212971
Sall2	0.042608417
Sidt2	0.012491092
Slc25a27	0.031998212
Snord14a	0.0453047
Npm3	0.016249099
Irx3	0.015359601
Gm15830	-0.051339534
Mbtps1	0.013992243
Itga11	-0.048900303
Wrap73	-0.030981039
Hs6st1	-0.015416711
Rapgef4	0.032591848
Snx5	0.015412915
AI607873	-0.037245943
Elovl4	0.050356135
Pcm1	-0.014467901
Shkbp1	-0.024817924
Uba7	-0.045207323
Xrcc4	-0.029241988
Brsk1	-0.026830806
Ccnk	-0.016007092
Frg1	-0.019744052
Gm16973	-0.021620082
Tgm4	-0.045852026
Tyw3	0.044712685
Calm2	0.014831533
Ankib1	-0.016731335
Irak4	-0.034991386
Isy1	-0.015508823
Polr3gl	0.022295451
Nkiras1	0.026278436
Suv420h1	0.01460943
Cnbp	-0.013963051
Frmd8	-0.017399497
Rad51c	0.033162649
Lpin3	0.024751522
Nxpe3	-0.044325861
Pcdh19	0.038968079
Zscan20	0.037407062
Ctcf	0.013694032
Jrk	-0.046674427
Tchp	-0.028574903
Ip6k1	0.01537184
Nudt6	-0.041825739
Hddc2	-0.03475008
Mtmr9	-0.021068257
Cdc25c	0.047785909
Tnmd	0.042689719
Dguok	0.021034059
Eme2	-0.026764175
Fuca2	0.017727911
Gm23027	0.046433102
Mettl4	-0.037434262
Slc25a26	-0.028198131
Tor1aip2	-0.012186639
Wdr91	-0.015046866
Zfp772	0.018939266
Znf41-ps	-0.047184791
S100a1	-0.0179865
G730003C15Rik	0.045111606
Guca1a	0.045806499
Homez	0.03763102
Icam5	0.043662813
Kdm4a	-0.015077065
Lins	0.023156115
Slc48a1	0.015934879
Tmc8	-0.046018376
Ubr1	-0.013485365
Zfp532	0.017350763
Rnf181	0.013085582
Fgfr4	0.044016293
Rchy1	0.015571816
Slc39a7	0.024303617
Vps39	-0.015641128
Gm5805	0.018061624
Mir196a-1	-0.029188149
Tep1	0.016055489
4930556M19Rik	-0.035087102
Cisd1	0.026933959
Fchsd2	-0.014203677
Fmo2	0.040738765
Gemin5	-0.015826421
Gstk1	-0.020785764
Jag2	0.014438634
Pcdhb14	0.043055309
Robo4	-0.039283944
Serpina12	-0.036515597
Spink5	-0.019925232
Trmt10b	-0.032672615
Xbp1	-0.015787421
Zfp704	0.017583077
Cald1	-0.03462377
Pot1b	0.040339329
5730409E04Rik	-0.028409895
Atxn3	0.014131255
B3galnt2	-0.013671355
Bri3	0.014330622
Cdc42bpa	-0.011001377
Dnajc13	0.013463424
E2f5	-0.018895356
Epm2aip1	-0.017897903
Ftx	0.024469535
Gm10073	-0.04231963
Hip1	-0.013195797
Il1rl1	0.037759319
Kcnq3	0.04156484
Kctd1	0.014650242
Kif3b	0.01613081
Lce6a	0.036302733
Lyrm7	0.041230991
Mdn1	0.014522824
Mgmt	-0.029116116
Mrps18c	-0.022490253
Mthfd1l	0.021930186
Myom3	0.024064449
Ncf4	0.042788901
Ngly1	-0.014506188
Ogfod3	0.021675999
Pgap2	-0.015455216
Prkag2	-0.013461532
Prr12	-0.017224574
Rab5a	-0.012328398
Rap1b	-0.012864318
Rgmb	-0.012215226
Rnf149	0.01358961
Rnpepl1	0.013839907
Stxbp5	0.01182913
Tex9	0.023137316
Tmem175	0.023111337
Ttc18	-0.040396135
Uhrf1bp1l	-0.018976823
Vapa	-0.013267519
Zfp418	0.037362544
Prkaa2	0.027189711
Ppp1r12c	-0.012394056
Psmc5	0.010729097
Prdm9	-0.026769577
Lancl1	-0.014543933
Polr1d	0.012892711
Ino80c	0.016044405
Tmem199	0.030731629
Atg2b	0.013409187
Dsc1	-0.03557657
Eml5	-0.02517946
Far1	-0.013343713
Pot1a	-0.020862864
Rbm41	0.022443451
Styk1	-0.038521232
Taldo1	0.01066592
Zbtb37	-0.022881791
4933439K11Rik	0.039019075
Cd84	-0.038979032
Snord73a	-0.035612423
Tmem176a	-0.02436828
Wwox	0.018840682
Zfp91	-0.009505113
Abhd16a	0.012662934
Amt	0.03798393
Bmp2k	-0.013456704
Casc3	0.011445266
Ddah1	0.034445983
Fv1	0.02861019
Gltpd1	0.025291219
Lrrc57	0.021492106
Ppp2r2d	-0.013022795
Cdnf	-0.028028526
Dcun1d1	0.01060197
Bap1	-0.009933108
Cbwd1	0.02170762
Dpp8	-0.010025232
Elp2	-0.014029242
Fam207a	0.013242799
Nrn1	0.02816525
Ptgr2	0.01400418
Rngtt	-0.013022562
Tango6	0.018949334
Ywhab	-0.009387146
Acox1	-0.010624243
2810047C21Rik1	0.027893874
Asf1a	-0.01656663
B9d2	0.017915459
Cdk5rap2	0.012117838
Chchd10	-0.025941881
Cisd2	-0.013528584
Cpsf6	0.009724918
Dennd3	0.022541194
Gm26572	0.029199924
Isg20	-0.017356662
Lix1l	-0.025335064
Lrrc16b	-0.025767083
Lrrc42	0.011729886
Mrpl24	0.010150391
Nrtn	-0.017292567
Nsmce2	-0.01565725
Pdia5	-0.029984869
Pik3ca	-0.011022939
Ppp1r26	0.034905215
Rpn2	0.008887464
Tcf7	0.011401508
Thap1	-0.022278987
Yod1	0.015239681
Zfp395	-0.015406824
Akap11	0.010275521
BC023719	0.026569519
Dlg2	0.0227585
Reps2	-0.023290346
Rint1	0.01904951
Zfp952	-0.025991988
Arhgef10	0.010193608
BC100451	0.028079806
Cbx1	0.010577305
Lca5	-0.024006802
Wfs1	-0.023350337
Ang	-0.017967184
Cnn3	0.013084303
Fndc3b	-0.011490325
Iqsec2	0.010306647
Lrrc61	0.017407536
Ndufaf3	-0.020335559
Nmrk1	0.017516971
Nrd1	0.009247396
Pigp	-0.017475071
Rbm4b	0.012510959
Trim69	0.029831685
Zfp14	0.033833542
Psma2	-0.009676434
Bcam	-0.009450221
Cdc14a	0.018081137
Dcp1a	0.011192674
Eif2b4	-0.014924785
Flt3l	-0.027684742
Swt1	-0.012548512
Bace1	0.014003966
Tmem9b	0.012076061
2810032G03Rik	-0.025976519
Ccdc84	0.01919349
Cep85l	0.02555653
Dync2h1	-0.0116414
Dzip1l	-0.012232737
Exosc2	-0.011109653
Gins3	-0.026621276
Gm24494	-0.024150603
Hnrnph2	0.009294524
Kalrn	-0.014753907
Lax1	0.023388532
Luc7l2	-0.008604488
Mad2l1bp	0.015725511
Mgat5	-0.017406683
Mrpl9	-0.009492333
Osbpl7	-0.023599715
Polr2k	0.015059562
Slc37a1	0.030317944
Thap11	-0.01229268
Ythdc2	0.012133933
Zfp69	0.029545737
4933433C11Rik	-0.031377673
Fhit	-0.025679001
Llgl2	-0.011298093
Plxnb1	-0.010666287
1700109F18Rik	-0.025364784
2700062C07Rik	0.018559625
9430038I01Rik	-0.015721864
Amn1	0.017217903
Apaf1	0.012618395
Arsa	-0.008173144
Bbs5	-0.020831319
Brd8	0.00764806
Cacnb1	0.009645156
Ccdc176	0.022355824
Cd24a	0.008388309
Coil	0.014238673
Coro1a	0.021994275
Csf1r	0.024792722
Cstf2	-0.008547222
Cwc22	0.025858034
Dad1	-0.007687149
Ddx39b	-0.006670118
Dhcr24	-0.020025106
Dnajc30	0.014818115
Eif4h	-0.006326669
Emc3	-0.008987719
Fam107b	-0.013754199
Fam194a	0.027567127
Gdf15	0.019977466
Gm14921	0.020820665
Gm16536	-0.017709326
Gm22753	-0.027720142
Gng5	0.007925042
Gpam	0.01660728
Hoxb6	-0.010452928
Immt	0.007809397
Ing5	-0.009411609
Isca1	-0.009992325
Katna1	-0.00824175
Kbtbd4	-0.00935084
Lrfn4	0.013817027
Lsp1	-0.025144993
Lyplal1	-0.019485419
Mark2	0.007942641
Mbd6	-0.006439453
Mcrs1	0.010569152
Metap2	0.006197429
Mlf2	-0.008597156
Mxi1	-0.008876563
Nat10	-0.010273603
Nfe2l1	0.009150024
Nhlrc3	0.01168538
Nlrx1	-0.014981316
Penk	0.025700661
Pex11g	-0.019932142
Pink1	-0.007630921
Ppa1	-0.009441464
Pramef8	-0.015039782
Prkab2	0.010448447
Prkd1	0.016216805
Prrc1	-0.007977478
Psma5	-0.007886144
Rabggta	0.008924481
Rce1	0.008129769
Rest	0.008342301
Rgma	0.00910476
Rnf144b	-0.007730373
Rnf146	0.00926827
Rps19-ps6	-0.017131422
Rras	-0.00853699
Sertad4	0.008903788
Slc22a15	0.014333291
Slc5a9	-0.030141667
Slc6a9	0.00982594
Spata1	0.01499505
Stx7	0.007578885
Tars	-0.012327325
Tcf4	0.007586562
Terf2	0.012264932
Tgfb1i1	0.011789341
Thoc5	0.010006637
