probe	qSC_1	qSC_2	aSC_1	aSC_2	TAC_1	TAC_2	gene.symbol								
1429239_a_at	4.8228	4.6365	5.7343	5.6450	7.5662	7.6926	Stard4								
1429240_at	5.9641	6.2363	6.5224	6.2304	7.4747	7.6391	Stard4								
1429241_at	3.4804	4.0055	3.9438	4.0600	4.2170	3.8669	Nipal3								
1429242_at	5.8506	5.6052	5.3189	5.5367	6.2032	7.0438	Inip								
1429243_at	6.8334	6.8506	6.8098	7.0617	7.5061	8.1991	Inip								
1429244_at	7.4817	7.2555	7.9619	8.0802	7.9721	7.8798	2610524H06Rik								
1429245_at	6.6619	6.8456	6.8262	6.6695	7.3947	6.7439	2510022D24Rik								
1429246_a_at	6.3528	6.1830	7.2694	8.0711	4.9120	4.8278	Anxa6								
1429247_at	4.0805	3.7298	4.1804	4.2897	3.6733	3.5074	Anxa6								
1429248_at	8.3255	8.4066	8.5253	8.6325	9.0860	9.3003	Apopt1								
1429249_at	3.3246	2.8971	3.1573	3.0887	3.1419	2.9111	4833424O15Rik								
1429250_at	6.0854	6.0656	6.0502	5.8178	5.4582	5.6471	Dync2h1								
1429251_at	6.9515	7.2176	7.0176	7.2386	6.8045	7.2660	Prdm2								
1429252_at	8.4156	8.6485	8.5093	8.8281	8.6961	8.8494	NA								
1429253_at	6.9905	6.7954	6.5138	6.1934	5.8460	6.1935	Zmym4								
1429254_at	3.8700	3.8003	3.7715	4.0302	3.4032	2.9618	Aqp11								
1429255_at	7.2735	7.4998	7.4683	7.5598	7.6289	7.7768	Ppp1r35								
1429256_at	3.4383	3.6320	3.8033	3.7114	3.8617	3.5870	Meg3								
1429257_at	5.6831	5.8104	6.0888	6.0182	5.7395	5.7775	Meg3								
1429258_at	5.2749	5.2931	5.0352	5.1218	4.9533	5.1988	A030001D20Rik								
1429259_a_at	7.1423	7.3580	7.4070	7.6862	8.0526	8.4452	NA								
1429260_at	4.7215	4.7346	4.4589	5.0658	5.3380	5.9345	NA								
1429261_at	7.4443	7.5055	6.8609	7.3035	8.1404	7.7212	Tmem238								
1429262_at	4.8195	4.5839	5.6293	5.1600	6.9835	7.6906	Rassf6								
1429263_at	2.9765	3.0361	3.1923	3.2126	2.9717	3.0298	4933425D22Rik								
1429264_at	8.3523	8.7529	7.3200	7.5724	7.3124	6.9126	Fam120aos								
1429265_a_at	9.6990	9.1783	10.2430	10.4380	8.6165	8.5581	Rnf130								
1429266_at	3.5401	3.5330	3.4935	3.6942	3.6245	3.5912	Lhfpl5								
1429267_at	6.1184	6.2941	5.8424	6.1660	5.7261	6.0320	Acot11								
1429268_at	2.9775	2.8473	2.7020	3.0997	3.4716	4.2162	2610318N02Rik								
1429269_at	3.7680	3.7667	3.4635	3.9107	3.5463	3.5833	BC068157								
1429270_a_at	8.5451	8.9078	9.1553	8.5008	10.5104	10.5539	Syce2								
1429271_at	5.4869	5.2346	4.9730	5.5293	4.9863	5.2776	9130011E15Rik								
1429272_a_at	4.4544	4.8059	5.0853	4.6384	5.2213	4.9043	NA								
1429273_at	2.6185	3.1248	3.1248	3.4268	6.0225	6.9854	Bmper								
1429274_at	8.6319	8.4373	9.0762	9.0129	8.4240	8.3730	Lypd6b								
1429275_at	4.2854	4.3889	4.0605	4.2653	4.1160	4.3610	NA								
1429276_at	3.8534	4.5091	4.3624	4.0122	4.0421	4.1160	Trank1								
1429277_at	4.0497	4.3470	4.0786	3.7146	3.8502	3.9615	NA								
1429278_at	7.8004	7.9061	8.0472	7.8711	8.3401	8.5709	Nubpl								
1429279_at	6.0673	5.8912	6.0621	6.1231	5.9504	5.9323	Wars2								
1429280_at	4.3022	4.2548	4.3057	4.3407	4.3618	4.4382	Col22a1								
1429281_at	5.7401	5.2510	5.5656	5.3770	4.5635	4.6844	2610008E11Rik								
1429282_at	6.0912	6.1592	6.6687	6.8164	7.0519	7.4287	Thap1								
1429283_at	4.0030	3.9023	3.8201	3.8997	3.5265	3.5536	Cisd2								
1429284_at	4.2386	3.5950	3.7155	3.9972	5.6773	5.7574	Mob3b								
1429285_at	3.9187	3.8860	3.1072	3.7177	3.2749	3.2644	Serpina9								
1429286_at	3.9808	3.8597	4.5112	3.9464	4.4661	3.9105	Gkn3								
1429287_a_at	3.1128	3.2602	3.2867	3.1653	2.8423	3.0268	Prl								
1429288_x_at	6.1043	6.4123	6.5246	6.7352	7.0229	7.3088	Stx18								
1429289_at	2.5964	2.2782	2.6668	2.4949	2.3760	2.4341	Letmd1								
1429290_at	8.2653	8.0475	8.5481	9.1715	7.4206	8.2460	NA								
1429291_at	10.0100	9.9411	10.2360	9.9448	10.5602	10.6921	Psmd1								
1429292_a_at	5.6430	5.9858	5.4663	5.3709	5.9493	5.2182	Slc52a3								
1429293_at	3.5231	3.6229	3.4150	3.3838	3.0047	3.2591	Gpc2								
1429294_at	4.1693	4.1473	5.3765	4.6372	7.4813	7.9168	Trip13								
1429295_s_at	4.5828	4.8917	6.9459	6.1260	8.7127	9.2484	Trip13								
1429296_at	8.8547	8.8240	8.7216	9.1236	8.8503	9.1709	Rab10								
1429297_at	4.6391	4.6710	4.3860	4.8030	6.2278	4.0085	Serpinb12								
1429298_at	4.6189	4.7722	4.8330	4.6927	5.0265	4.5198	Ddah1								
1429299_at	3.2336	3.2617	2.9713	3.1465	3.4269	3.1251	Ddah1								
1429300_at	5.5387	5.5041	5.4904	5.7191	5.4463	5.8285	Ankrd9								
1429301_at	6.7015	6.4838	6.0238	6.4014	6.9857	7.1311	NA								
1429302_at	6.9436	6.6119	6.4879	6.7186	7.2921	7.3398	Csnk2a2								
1429303_at	3.7791	3.8360	3.5427	3.8033	3.6297	3.6357	Klf17								
1429304_at	6.0886	6.0453	5.6539	5.7862	5.2053	5.1284	Ankrd10								
1429305_at	5.6189	5.6177	5.5377	5.6735	5.3172	5.1049	Ankrd10								
1429306_at	5.9299	5.7769	6.4988	6.2521	6.8506	6.9544	Lzic								
1429307_s_at	6.9399	6.7857	7.3241	7.2286	7.6663	7.6926	Lzic								
1429308_at	3.3181	3.1079	3.0018	3.2121	3.1880	3.1880	Prdm16								
1429309_at	4.8079	4.6974	4.8528	4.4520	4.5188	4.4435	Prdm16								
1429310_at	10.1310	9.5895	10.5047	10.0938	8.8524	8.8726	Flrt3								
1429311_at	8.2869	8.2436	8.2550	8.5158	8.0804	8.2371	Ube2q1								
1429312_s_at	3.1073	3.1509	2.7774	2.9459	2.7069	3.0117	Ror1								
1429313_at	6.4845	5.9858	6.7382	6.5372	5.2050	5.9894	Ror1								
1429314_at	4.6506	4.6739	4.7841	4.9042	4.7435	4.5955	Syt11								
1429315_at	4.5296	4.2381	4.1740	4.0836	4.3072	4.1341	Syt11								
1429316_at	2.2592	2.5232	2.3535	2.4777	2.4581	2.3901	Rasgef1a								
1429317_at	4.0511	4.5482	4.6201	4.9394	5.0442	5.7295	Qrsl1								
1429318_a_at	9.6417	9.4395	9.5824	9.2317	9.5939	9.8194	Qk								
1429319_at	3.3543	3.5041	3.1613	2.9663	3.3605	3.0777	Rhoh								
1429320_at	6.4115	6.2868	6.2147	6.3285	6.2933	6.4830	Cdkn2aip								
1429321_at	9.0839	8.6450	9.2803	9.3439	10.2260	10.6035	Rnf149								
1429322_at	3.7077	4.0331	4.2315	4.1766	5.0850	4.8145	Exosc6								
1429323_at	3.4632	2.9647	2.8796	3.2693	3.0765	3.0560	Gm10413								
1429324_at	3.6074	3.6522	3.5389	3.6309	3.8503	3.5430	Shcbp1l								
1429325_at	4.8228	4.4906	4.9902	4.5748	5.2789	5.2962	Poc1b								
1429326_at	4.8463	4.8831	5.6805	5.4472	7.5878	7.6801	Cenpl								
1429327_at	5.2644	4.9002	4.6571	3.9655	5.3043	4.9450	Nemf								
1429328_at	9.9109	10.0178	10.1673	10.0905	10.1979	10.2505	Nsfl1c								
1429329_at	5.5673	5.6584	5.6932	6.2595	6.1503	6.5648	Cox10								
1429330_at	3.4364	3.3422	3.4854	3.2804	3.2126	3.4056	Gabra4								
1429331_at	2.7562	3.4374	2.6622	3.3381	3.1249	3.6661	4632427E13Rik								
1429332_at	3.2021	3.1711	3.0110	3.0265	2.9383	3.0430	4632427E13Rik								
1429333_at	2.6032	2.5124	2.2737	2.5124	2.4880	2.5063	Kif2b								
1429334_at	3.2366	3.2123	3.2101	3.1911	3.3246	3.4938	Lyg1								
1429335_at	6.9020	6.7330	6.5916	6.8609	5.9744	6.5821	Snapc1								
1429336_at	4.8894	5.1056	5.2807	4.7830	5.1401	4.8021	Tmem87b								
1429337_at	4.2079	3.9351	4.2344	4.0245	4.4881	4.3581	Tmem87b								
1429338_a_at	2.7688	2.4849	2.9873	2.8971	2.8918	3.2245	Nol9								
1429339_a_at	5.2081	5.4830	5.3076	5.4881	5.0642	4.9069	Acad10								
1429340_at	2.8220	3.1056	3.2153	3.0467	2.9689	2.9669	Hrasls5								
1429341_at	2.4492	2.6105	2.6534	2.5519	2.6143	2.8086	Oaz3								
1429342_s_at	4.6253	5.2437	5.2642	5.4007	4.9035	5.0414	Bpifa5								
1429343_at	3.2121	3.2324	3.1466	3.2831	3.3891	3.7045	Rbmxl2								
1429344_at	3.2378	3.6271	3.1118	3.1971	3.0498	3.1339	9.13E+15								
1429345_at	3.7058	3.6838	3.2975	3.1430	3.0652	3.1488	Tubgcp4								
1429346_a_at	3.6505	3.4217	3.9096	3.5443	4.4708	4.6513	Cep72								
1429347_at	3.3383	3.4004	3.1730	3.2922	3.8750	3.3154	Bcl2l14								
1429348_at	10.7100	10.7104	9.5849	9.2688	7.4158	6.2811	Sema3c								
1429349_at	3.0565	2.8740	2.6783	2.6694	3.3246	3.4130	Hmgb4								
1429350_at	2.6436	3.0950	2.8917	3.1636	3.3972	3.0979	Eid3								
1429351_at	6.6835	6.8041	6.1737	5.9531	6.4785	6.4519	Klhl24								
1429352_at	7.3245	7.4081	7.2308	7.4342	7.0503	6.6416	Mocos								
1429353_a_at	2.7725	2.7079	2.6974	3.0814	2.9799	2.5844	4930511M11Rik								
1429354_at	3.3621	3.6478	3.5489	4.8293	3.4820	2.9852	Them5								
1429355_at	3.5350	3.6933	3.8959	3.8941	4.1202	4.2698	Tekt5								
1429356_s_at	5.7995	5.2975	5.6267	5.1027	4.5439	4.7868	Ggps1								
1429357_at	4.0689	4.1653	4.0135	3.5727	4.0222	3.5444	Fam135a								
1429358_at	4.0531	3.5145	4.0433	3.0541	2.8817	3.2083	Fam135a								
1429359_s_at	3.1556	2.8973	2.9503	3.0152	3.1691	2.9410	Rbpms								
1429360_at	8.4574	8.1946	7.7075	7.8759	7.5557	7.2909	Klf3								
1429361_at	3.5465	3.7678	3.7400	3.4487	4.1780	3.5309	Pmch								
1429362_a_at	8.3962	8.2606	8.5410	8.3226	8.9684	8.3311	Sf3b2								
1429363_at	6.8472	6.8736	6.5774	6.7164	6.7354	6.9527	Vps37a								
1429364_at	6.1658	5.8631	6.5743	6.4729	7.8471	8.0214	4930579G24Rik								
1429365_at	4.7090	4.3881	4.4034	4.2691	3.8729	4.0575	Mroh4								
1429366_at	3.1095	2.9046	2.8286	2.7968	2.8971	2.9602	Lrrc34								
1429367_at	7.8203	7.8237	7.4365	7.5923	7.4547	7.0651	Wipi2								
1429368_at	4.3230	4.3215	3.3558	3.1825	3.4417	3.2228	Lrig3								
1429369_at	6.9548	6.9332	6.9636	6.8630	7.4424	7.7277	Tnpo3								
1429370_a_at	8.5750	8.6016	8.6331	8.8507	9.0384	9.3744	Psmd11								
1429371_at	5.6896	5.7421	3.8055	4.1314	3.8026	4.3564	Zfp788								
1429372_at	2.3781	2.5283	2.4179	2.3559	2.4003	2.6892	Sox11								
1429373_x_at	5.8322	5.6502	5.5205	5.9179	5.6217	5.6659	Crtc2								
1429374_at	2.7914	3.0256	2.8655	2.8219	3.0048	2.6764	Cypt12								
1429375_at	8.1096	8.0478	8.1941	8.1278	8.3862	8.6086	Anapc10								
1429376_s_at	8.8899	8.8221	9.0433	8.8759	9.3242	9.6286	Anapc10								
1429377_at	4.4480	4.6704	4.3376	4.3782	4.4266	4.4781	Khdc3								
1429378_x_at	5.1017	5.0339	4.8810	4.8888	4.7715	4.7936	AY761184								
1429379_at	3.4799	3.5638	2.8173	2.7489	2.6824	2.3423	Lyve1								
1429380_at	3.0429	3.5077	3.5686	3.3615	3.4894	3.4065	Rgs12								
1429381_x_at	5.6495	5.6808	5.5834	5.6563	5.8895	5.5494	NA								
1429382_at	7.5453	7.8445	7.4356	7.8966	7.9148	7.9015	Tomm40l								
1429383_at	7.8251	7.5289	7.8625	7.8145	7.6047	8.2418	Csnk1g3								
1429384_at	7.2366	6.4157	7.4773	7.2142	7.8164	8.1639	Csnk1g3								
1429385_at	4.5358	4.6668	5.6000	5.8080	6.1505	6.3844	Dcaf7								
1429386_at	3.2767	3.7603	3.6168	3.6559	3.4585	3.6467	Dcaf7								
1429387_at	3.5301	3.6931	3.9958	3.6337	3.7349	3.8852	Grap								
1429388_at	3.0556	2.5255	2.8780	2.8379	2.9921	2.8971	Nanog								
1429389_at	6.6343	6.7668	5.8130	6.0274	5.9498	6.1492	Setmar								
1429390_at	5.7960	5.5779	6.5623	6.6084	7.6685	8.6845	Acpl2								
1429391_at	3.3525	3.5371	3.3625	3.0877	3.4350	3.4090	Acpl2								
1429392_at	6.5664	6.5803	6.5404	6.9522	6.7163	6.6834	Dcaf12								
1429393_at	7.5784	7.6887	7.1730	7.5633	6.9541	7.2368	Dcaf12								
1429394_at	6.2040	6.0826	5.9719	6.1547	6.3852	6.8016	A130010J15Rik								
1429395_at	6.3514	6.2423	6.4398	6.4190	6.7949	7.4182	Gstcd								
1429396_at	6.5055	6.7361	5.7102	6.0141	5.6107	5.3640	Atg16l2								
1429397_a_at	2.6909	2.8154	2.6719	2.7176	2.5462	2.7600	Fam71d								
1429398_at	2.8971	3.1050	2.8732	2.7989	2.7392	2.8096	Hoxa3								
1429399_at	3.5120	4.1771	3.9621	3.6557	4.1203	4.0179	Rnf125								
1429400_at	6.3017	6.1182	5.9215	5.6485	6.4223	6.4723	Clcn5								
1429401_at	7.5052	7.2372	7.4081	7.3193	6.7509	7.1826	Stox2								
1429402_at	5.9011	6.1787	5.1369	5.0578	4.7490	4.7389	Glt8d2								
1429403_x_at	6.5184	7.2947	5.8177	5.5369	5.2307	5.1346	Glt8d2								
1429404_at	3.4077	3.6716	4.6058	4.1552	6.2092	7.0005	Sapcd2								
1429405_at	3.4610	3.7594	3.5906	3.8162	4.5374	4.7646	Sapcd2								
1429406_at	3.7472	3.9606	3.8176	3.7691	3.9334	3.7890	Slco6c1								
1429407_at	6.2070	5.8631	6.1807	6.8211	6.1505	6.3034	Pex11c								
1429408_at	2.6514	2.7233	2.7161	2.7368	2.8357	2.5813	Tbc1d21								
1429409_at	2.6128	2.4638	2.7463	2.5335	2.4541	2.4131	Nlrp14								
1429410_at	7.1238	7.0742	6.0306	5.6833	5.8395	5.7780	Eny2								
1429411_a_at	8.6155	8.4674	9.2292	8.8112	9.9938	9.7671	Eny2								
1429412_at	4.1878	3.6854	4.4563	4.2181	4.2985	4.4234	Eny2								
1429413_at	5.4788	4.8884	4.6058	5.7576	6.7231	7.1020	Cpm								
1429414_at	3.4226	3.8197	3.8391	3.7567	4.1742	4.2388	D7Ertd443e								
1429415_at	6.5038	6.1745	6.3842	6.4311	5.8044	6.1958	Zmynd8								
1429416_at	3.7897	3.9022	4.0213	3.9423	3.9282	3.8044	Ttc9b								
1429417_at	3.2105	2.7069	2.4204	2.2287	2.0712	2.1873	Chsy3								
1429418_at	4.0222	3.3025	3.3447	3.2782	3.1414	3.2086	Cdc14b								
1429419_at	4.0965	4.4157	4.8258	4.3961	4.5463	4.1439	Riiad1								
1429420_at	5.5481	5.3110	5.7660	5.3599	5.5703	5.7604	4931414P19Rik								
1429421_at	6.6372	6.5659	6.4038	6.3852	6.2674	5.9583	Accs								
1429422_at	2.8971	3.1192	2.9568	3.0537	2.8029	2.9589	4933412E12Rik								
1429423_at	4.6874	4.9878	4.3680	4.4257	4.1813	4.1949	4930518I15Rik								
1429424_at	2.8443	2.9743	2.7490	2.8450	2.9872	2.7412	Cst13								
1429425_at	9.3174	9.0348	8.9819	9.2261	8.8560	9.1702	Rnf139								
1429426_at	3.0639	3.0624	3.1251	3.0409	3.1710	2.7242	Rnf139								
1429427_s_at	6.8953	7.1117	7.1774	7.6558	5.8457	6.0880	Tcf7l2								
1429428_at	8.7370	8.3764	8.6337	8.9416	6.8825	7.6073	Tcf7l2								
1429429_s_at	9.0802	8.9299	7.8233	7.6839	7.4147	6.9343	Pcmtd1								
1429430_at	7.4010	7.3280	6.4431	6.2769	6.0577	5.6222	Pcmtd1								
1429431_at	7.9532	7.5363	7.4999	7.1441	7.7606	7.7624	Ikzf5								
1429432_at	4.7923	4.5097	4.6156	4.5748	4.9015	4.9484	Prrc2c								
1429433_at	9.1802	8.7964	8.9898	8.6708	8.8540	9.0718	Prrc2c								
1429434_at	6.7950	6.4000	6.5146	6.2022	5.9597	6.6181	Pik3ca								
1429435_x_at	6.4628	6.3420	6.4175	6.3157	6.0577	6.4182	Pik3ca								
1429436_at	6.8339	6.5320	7.1212	6.3209	7.4047	7.3410	Prpf40a								
1429437_at	4.4066	4.2967	4.2051	4.3002	4.1332	4.2763	Prpf40a								
1429438_at	6.0807	5.5783	6.4932	6.6353	6.5116	7.2430	Bcor								
1429439_at	3.0997	3.4000	2.9745	3.2120	3.2787	3.3705	Ercc8								
1429440_at	5.2579	5.6844	5.3262	5.3480	5.2118	5.4024	1810041L15Rik								
1429441_at	5.0933	4.9197	4.9561	4.9891	4.9223	5.1585	Fbxo30								
1429442_at	2.7037	2.8258	2.8855	2.6242	2.7490	3.1401	Rpusd2								
1429443_at	2.8082	3.1480	2.7942	3.1457	3.4515	3.4256	Cpne4								
1429444_at	5.1859	5.3755	5.7211	5.8640	5.5617	6.3013	Rasl11a								
1429445_at	3.0630	3.4246	2.9419	2.9395	3.0460	3.0254	Efcab3								
1429446_at	8.5484	8.2181	8.2139	7.5372	8.3339	8.4936	Nemf								
1429447_at	7.6485	7.7639	7.6953	8.1351	6.9157	7.4418	Evc2								
1429448_s_at	3.9634	3.9380	3.8344	3.9563	4.3905	4.2544	Tet1								
1429449_at	3.9435	4.1028	3.9643	3.9643	3.7985	4.0222	Samd4								
1429450_at	2.5494	2.3482	2.4290	2.2362	2.2733	2.3913	Fam217a								
1429451_at	7.1439	6.6304	6.5786	6.3050	6.6153	6.8395	2610301B20Rik								
1429452_x_at	5.8388	5.8857	5.5855	5.3774	5.4196	5.4157	Pisd-ps3								
1429453_a_at	8.0270	8.0440	8.0815	8.2015	8.6012	8.4925	Mrpl55								
1429454_at	9.1817	9.1250	9.3514	9.3223	9.3997	9.5650	Gapvd1								
1429455_at	7.1404	7.0123	7.2790	7.0898	7.1515	7.4182	Gapvd1								
1429456_a_at	7.2900	7.0588	7.5455	7.8060	8.1448	8.4187	Polr3e								
1429457_at	7.7542	8.3554	7.5012	7.9775	10.8709	9.8630	Psapl1								
1429458_at	9.5608	9.3255	9.5198	8.9948	10.1438	10.4628	2410127L17Rik								
1429459_at	5.1026	4.5863	5.0313	3.9804	6.5516	4.5079	Sema3d								
1429460_at	5.0830	5.2347	4.9897	5.1859	8.5847	8.2925	Gpr115								
1429461_at	6.3212	6.3950	6.8333	6.4425	7.5143	8.0400	Ints2								
1429462_at	2.9130	3.3261	3.1766	2.9044	3.1769	3.3934	Slc25a32								
1429463_at	5.2118	4.6050	5.7795	6.1335	4.5812	4.3081	Prkaa2								
1429464_at	3.1326	3.5002	3.5789	3.1917	3.4222	2.9695	Prkaa2								
1429465_at	2.9191	2.5513	2.6108	2.4080	2.8804	2.4485	Scp2d1								
1429466_s_at	6.8974	7.0492	6.4898	6.7510	6.2315	6.2064	NA								
1429467_s_at	2.8029	2.7415	3.1468	2.5051	3.0272	2.9339	Slc26a3								
1429468_at	6.5934	6.7480	6.0670	5.8460	4.7385	5.0148	NA								
1429469_at	5.3905	5.1675	5.2246	4.7968	5.3341	4.2766	A930013F10Rik								
1429470_at	2.9946	2.8250	2.9419	2.8537	2.7935	2.7516	Spdya								
1429471_at	4.1664	4.2370	5.0041	4.5196	4.6515	4.6058	1110017D15Rik								
1429472_at	4.7846	5.0182	5.2471	4.6969	5.1288	4.6487	4921525O09Rik								
1429473_at	7.1453	7.3085	6.2562	6.5250	5.8169	6.4297	Zfp869								
1429474_at	2.9118	3.1376	3.1609	3.5398	2.9479	3.0435	Ptgr2								
1429475_at	5.3616	5.6452	5.3115	5.5464	5.1980	5.0155	Ubash3b								
1429476_s_at	11.0395	10.8807	10.9332	10.9042	11.2642	11.6071	Dnaja2								
1429477_at	5.6837	5.7459	4.8752	4.8845	5.1631	5.7459	Ncaph2								
1429478_at	3.2930	3.5072	3.6135	3.0355	5.4279	5.0847	Bora								
1429479_at	5.5224	5.3881	5.2375	5.8162	5.1272	5.2275	Magef1								
1429480_at	3.9796	3.9148	4.1942	3.9796	4.0914	4.1097	Ddi1								
1429481_at	2.3413	2.3020	2.3942	2.3817	2.1030	2.1647	NA								
1429482_at	2.5538	2.5558	2.5487	2.5043	2.6666	2.6362	1700003H04Rik								
1429483_at	2.4353	2.5365	2.6128	2.6101	2.5895	2.5187	NA								
1429484_at	6.2412	6.1449	6.1702	6.2248	6.0903	6.4105	NA								
1429485_a_at	8.5456	8.4393	8.4930	8.4709	8.7471	8.8397	Utp11l								
1429486_at	6.6584	6.4425	5.7380	6.0932	5.6425	5.3978	Pfkfb2								
1429487_at	7.9434	7.7251	7.6930	7.2272	7.3997	7.2609	Ppp1r12a								
1429488_at	7.2464	6.8735	7.2742	6.8888	7.1843	7.6046	Zdhhc21								
1429489_at	6.6250	6.4408	6.3189	6.8585	6.7875	7.1229	Rexo1								
1429490_at	2.6921	3.0520	3.1564	2.5344	3.2460	3.1415	Rif1								
1429491_s_at	8.1231	7.9496	8.2104	7.7216	8.3788	8.5027	Rif1								
1429492_x_at	3.4389	3.3227	3.2501	3.7177	3.5768	3.6397	Ptdss2								
1429493_at	4.4384	4.0686	4.6269	4.8040	4.8589	5.6555	Mettl4								
1429494_at	4.7269	4.5842	4.9596	4.5582	3.3956	4.4396	Trim35								
1429495_at	4.0900	3.7686	3.3796	3.6886	3.5718	3.8464	Tmem107								
1429496_x_at	4.0503	3.7839	3.8033	3.8705	3.7005	3.6557	2300002M23Rik								
1429497_s_at	8.7613	8.5737	8.9344	8.5214	8.6398	8.6878	Snx6								
1429498_at	3.2838	3.4980	3.6555	3.2273	3.3794	3.3798	NA								
1429499_at	5.8001	5.5155	6.4361	5.6610	7.8015	8.5433	Fbxo5								
1429500_at	3.7955	3.9419	3.9312	3.9678	3.9758	3.9179	Ppm1a								
1429501_s_at	5.9843	5.5680	6.0939	6.1593	6.0993	6.2146	Ppm1a								
1429502_at	4.1169	4.5716	4.8109	4.5267	4.4895	4.7499	Hspa13								
1429503_at	7.8170	7.1344	8.0082	7.5485	7.0744	6.7639	Fam69a								
1429504_at	4.4970	4.1243	2.6895	2.9186	2.8549	3.0031	NA								
1429505_at	8.1685	7.7497	7.5239	6.9661	6.1773	5.8333	Nbeal1								
1429506_at	4.7577	5.0339	4.5332	4.8271	4.5101	4.9912	Nkd1								
1429507_at	4.9286	5.0101	5.3285	5.1037	5.2282	5.0440	Nkd1								
1429508_at	6.3273	6.3837	6.2012	6.7450	6.7322	7.2699	2310057M21Rik								
1429509_at	6.7758	6.6615	6.3914	6.2024	6.6845	6.7274	Lsm12								
1429510_at	5.5241	5.6563	4.8049	5.0438	5.1887	5.0384	2810410L24Rik								
1429511_at	2.6913	2.4989	2.6145	2.7208	2.6549	2.5410	4933402E13Rik								
1429512_at	3.4353	3.6672	3.8058	3.6743	3.6586	3.6082	Zpbp2								
1429513_at	2.9474	3.2260	3.2896	3.0900	3.4510	3.0710	1700019M22Rik								
1429514_at	10.3025	10.5330	9.0380	9.5939	7.8061	8.0224	Ppap2b								
1429515_at	7.5135	7.3011	6.8588	7.1551	6.4167	6.7280	Ubr2								
1429516_at	5.2222	5.4499	5.0781	5.3724	4.9031	5.3509	Ubr2								
1429517_at	3.1550	3.0553	2.8101	2.9095	3.0708	3.1953	Zfyve20								
1429518_at	5.8381	6.2976	5.7453	6.3208	5.9364	5.7828	Faim2								
1429519_at	7.1205	7.6035	6.4979	6.7242	6.1717	6.6643	Fpgt								
1429520_a_at	6.6924	6.3259	8.3159	7.4522	7.6224	8.1602	Acer3								
1429521_at	6.0533	5.6505	5.5086	5.4988	5.9846	6.2387	Alkbh8								
1429522_at	3.6764	3.7102	3.4803	3.8948	3.1800	3.4700	Ankrd42								
1429523_a_at	4.5837	4.6320	4.6492	4.6628	4.9013	4.5344	Slc39a5								
1429524_at	2.4532	2.9083	2.9698	2.7658	2.8655	2.6765	Myo1f								
1429525_s_at	4.1718	3.9794	3.9279	3.7044	3.8136	3.7644	Myo1f								
1429526_at	4.5321	4.7624	4.1035	4.4615	4.6395	4.6426	Brd8								
1429527_a_at	2.3620	2.3320	2.5287	2.7358	2.5466	2.5051	Plscr1								
1429528_at	7.9939	8.1883	7.9804	8.3005	8.4310	8.6236	Rae1								
1429529_at	5.9673	6.1987	6.0289	6.3295	6.0745	6.3563	Tsen54								
1429530_a_at	4.1160	3.6507	3.5347	4.1275	4.1888	4.8112	Smpd4								
1429531_at	5.1911	5.1125	5.0037	5.0677	5.2556	5.2118	Smpd4								
1429532_at	8.0436	7.9812	7.7372	8.0554	7.5324	7.9034	Morc2a								
1429533_at	5.2350	5.3241	5.9441	5.5278	6.4679	6.5385	Immt								
1429534_a_at	7.5818	7.7330	7.9454	7.9427	8.7018	9.0298	Immt								
1429535_at	6.6196	6.1773	6.4167	6.7194	6.6771	7.1921	Armc8								
1429536_at	7.4341	7.1633	7.7883	8.9494	7.3557	7.4606	Fam83g								
1429537_at	7.2767	7.1091	6.6132	6.3069	6.7982	6.4896	Sfrs18								
1429538_a_at	8.1170	7.7515	6.8096	6.4905	6.7963	6.9886	Sfrs18								
1429539_at	8.4511	8.1355	8.5715	8.8503	8.7036	8.5655	Bcl2l13								
1429540_at	5.9031	5.7502	4.5409	4.0313	5.6603	4.7458	Cnfn								
1429541_at	7.1034	7.4325	7.2273	7.7044	7.2458	7.5052	Zfp777								
1429542_at	2.3535	2.4910	2.5231	2.4359	2.4438	2.4792	1700007B14Rik								
1429543_at	6.8815	5.9289	7.3268	6.7718	4.6779	4.7510	6230424C14Rik								
1429544_at	4.8950	5.1230	5.0609	4.9969	5.1551	4.9969	Fam209								
1429545_at	4.5145	5.1579	4.3328	4.1670	4.6599	4.2252	NA								
1429546_at	2.9903	3.2382	3.3031	3.9177	3.4077	3.3424	NA								
1429547_at	3.4577	3.3852	3.5165	3.3994	3.6518	3.2818	4930578I06Rik								
1429548_at	3.5187	3.6574	3.7933	3.5771	3.6571	3.8062	Tex22								
1429549_at	3.4833	3.4275	3.8677	3.6593	3.8175	3.7710	Col27a1								
1429550_at	3.5537	3.6872	3.8072	3.4668	3.8384	3.6174	Entpd8								
1429551_at	5.4341	5.6992	5.4494	5.5831	5.2799	5.3544	Nupr1l								
1429552_at	2.9196	2.6911	2.7795	2.9831	3.1804	2.9470	Wdr16								
1429553_at	4.9853	5.4393	5.2877	5.0776	5.0909	4.8206	Cilp2								
1429554_at	7.3474	7.4060	7.4731	7.8917	7.7961	7.9799	NA								
1429555_at	8.5783	8.3694	8.6726	8.5316	8.8481	8.5498	Cldn25								
1429556_at	8.0192	7.8850	8.1676	8.2078	7.1459	7.7254	Tead1								
1429557_at	5.4097	5.1066	5.0838	4.5491	6.3873	7.4309	Mcm8								
1429558_a_at	7.6032	7.7643	7.7869	7.5861	8.2583	8.5774	Larp7								
